Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
"Looking for AI Agent, Airtable, Image Analyze Expert",798,5/5/2025 10:01pm,40 hrs ago,No,,4,"The job is located in Colombia (COL), does not match the US or UK location preference. It is hourly rather than fixed-price, which is not preferred, and the client has a moderate amount spent at $3K. However, payment is verified and the client has a high rating of 4.94, but the focus on AI and image analysis diverges from core business automation skills.",Hourly,$10.00,https://www.upwork.com/jobs/~021919587962235513079,,,,,,
Zapier Automation Specialist Needed for Zoho CRM Integration,797,5/5/2025 9:53pm,40 hrs ago,No,,3,"The job is located in Australia, which is not a preferred location for the user. Although the payment is verified with a high client rating and significant amount spent, it is focused on Zapier and Zoho CRM, not the user's main skills in Make.com, n8n, ClickUp, Airtable, GoHighLevel (GHL), and Google Sheets. The fixed price is also relatively low.",Fixed,$100.00,https://www.upwork.com/jobs/~021919586196918348341,,,,,,
World-Class CRM &amp; Automation System Builder,796,5/5/2025 9:38pm,40 hrs ago,Yes,,9,"The job is located in the US, which is the top priority location. It involves business automation, which aligns well with your expertise. The client has a high rating of 5.0, and payment is verified with $7K spent. Although it is an hourly job, these factors heavily align with your preferences and skills.",Hourly,$10.00,https://www.upwork.com/jobs/~021919582453222729975,,,,,,
Email Scraping Expert Needed for Data Collection,795,5/5/2025 9:21pm,40 hrs ago,No,,3,"The job is in Mexico and not related to business automation. Although it's a fixed-price job with payment verified, the client rating is relatively low, and the amount spent is not substantial for high trust.",Fixed,$100.00,https://www.upwork.com/jobs/~021919577918737984053,,,,,,
PowerAutomate Developer (Salesforce Integration Experience Preferred),794,5/5/2025 9:13pm,41 hrs ago,No,,4,"The job requires PowerAutomate and Salesforce integration skills, which do not align with the user's expertise in Make.com, n8n, ClickUp, Airtable, GoHighLevel, and Google Sheets. Although the job is located in the US, payment is verified, and the client has a high rating with significant spending, the mismatch in required skills leads to a lower recommendation.",Hourly,$25.00,https://www.upwork.com/jobs/~021919530836739509823,,,,,,
Zapier Integration Specialist for Mailchimp Connection,793,5/5/2025 9:12pm,41 hrs ago,Maybe,,7,"The job is US-based, has a verified payment, and the client has a 5.0 rating with $40K spent, matching key preferences. However, it's not a fixed-price job, which is preferred, and focuses on Zapier instead of your main skills like Make.com and n8n. It's a good match due to its automation aspect, but only moderately aligned with your expertise.",Hourly,$25.00,https://www.upwork.com/jobs/~021919575731592997429,,,,,,
Detail-Oriented List Builder for Australian Businesses,792,5/5/2025 8:57pm,41 hrs ago,No,,3,"The job is focused on data entry and list building for Australian businesses, which is not related to business automation. It is an hourly role outside the user's preferred fixed-price jobs and is located in Australia, not a high-priority location for the user. Although the client has a high rating and verified payment, the job does not align well with the user's skills or location preferences.",Hourly,$10.00,https://www.upwork.com/jobs/~021919571790717668289,,,,,,
Zapier Automation Specialist Needed,791,5/5/2025 8:49pm,41 hrs ago,No,,4,"While the job is related to automation and has verified payment with a decent amount spent, it is located in Australia which is outside the user's preferred regions. Also, it requires Zapier expertise rather than Make.com, n8n, or other platforms the user specializes in. The client rating is moderate at 4.23, which is not particularly high.",Hourly,$10.00,https://www.upwork.com/jobs/~021919570113125657141,,,,,,
I am looking AI Automation expert (Make.com/n8n/Zapier),790,5/5/2025 8:29pm,41 hrs ago,No,,3,"The job is not located in the US or UK, which is a high priority for you. Although the client has a high rating and payment verified, their spend is relatively low at $864. Also, the job is hourly, whereas you prefer fixed-price jobs. Despite fitting your skill set, the location and payment terms reduce its suitability.",Hourly,$10.00,https://www.upwork.com/jobs/~021919564897915915201,,,,,,
Go High Level CRM Setup and Automation Specialist,789,5/5/2025 8:09pm,42 hrs ago,No,,4,"The job matches your skills in GoHighLevel but is located in Australia, not the US or UK. The payment is verified, which is good, but the client has spent only $1K, indicating potentially limited experience with hiring. The client rating is 0.0, likely due to no previous ratings, which doesn't inspire confidence for a business automation role.",Hourly,$15.00,https://www.upwork.com/jobs/~021919560103935495105,,,,,,
No Code AI Automation and Marketing Specialist,788,5/5/2025 8:04pm,42 hrs ago,Yes,,9,"The job is related to business automation and uses Make.com, which aligns with your expertise. It is based in the US, has payment verified, and the client has an excellent 5.0 rating with a moderate amount spent. Although it is hourly, the strong alignment with your skills and preferences makes it a good opportunity.",Hourly,$25.00,https://www.upwork.com/jobs/~021919558811766901697,,,,,,
Build Airtable + Glide Platform to Support Community Wildfire Recovery Collaboration,787,5/5/2025 7:50pm,42 hrs ago,Yes,,9,"The job is in the US, aligning with your top geographical preference. It involves Airtable, one of your skills, and focuses on business automation with no-code development. The client has verified payment, a perfect 5.0 rating, and a substantial $24K spent, indicating reliability. Although it's hourly, which is not your top preference, the other positive factors compensate for it.",Hourly,$10.00,https://www.upwork.com/jobs/~021919555268305622870,,,,,,
AI Automation Engineer – Build AGI-Powered Article Publishing System for Financial Media Company,786,5/5/2025 7:47pm,42 hrs ago,Maybe,,6,"The job is located in the US, which is a top priority. The client has payment verified and a high amount spent, indicating reliability. However, the job focus is on AI and full-stack development rather than business automation using the user's specific skills in Make.com, n8n, etc. Despite the client’s high rating, it may not fully align with the user’s expertise.",Hourly,$30.00,https://www.upwork.com/jobs/~021919554339007253441,,,,,,
Lead Generation Specialist Needed for Verified Contact List,785,5/5/2025 7:39pm,42 hrs ago,No,,3,"The job does not align well with business automation expertise and is based in Qatar, outside the user's preferred locations. Although it is payment verified and from a high-spending, high-rated client, the fixed price is quite low and does not match the user's skills.",Fixed,$25.00,https://www.upwork.com/jobs/~021919552398859456063,,,,,,
HubSpot + Smartlead + Clay Integration Expert for Fully Automated Outbound Email Tech Stack,784,5/5/2025 7:22pm,42 hrs ago,No,,3,"Job is in Australia, while user prioritizes US and UK locations. Although payment is verified and amount spent is high, client's rating is relatively low. Job is related to email automation but not directly aligned with the user's top skills in the specified platforms.",Fixed,$1.00,https://www.upwork.com/jobs/~021919548220316650787,,,,,,
Go High Level CRM Setup for Off Market Real Estate Acquisitions Business,783,5/5/2025 7:02pm,43 hrs ago,Yes,,8,"The job is a good fit as it involves GoHighLevel, aligning well with your skills in business automation. It's a fixed-price job located in the US with verified payment and high spending ($8K), though the client's rating is moderate at 3.46.",Fixed,$100.00,https://www.upwork.com/jobs/~021919543174063593302,,,,,,
Need help to integrate Wrike with Hubspot and build automations,782,5/5/2025 6:58pm,43 hrs ago,No,,3,"The job involves business automation which matches your skills, but it's located in Colombia, not the US or UK, and the client has low spending history with only $195 spent. However, the client has a 5.0 rating and payment is verified, which adds some credibility.",Hourly,$25.00,https://www.upwork.com/jobs/~021919542116989946817,,,,,,
Use ZoomInfo to Obtain Contact Information,781,5/5/2025 6:57pm,43 hrs ago,No,,4,"The job is located in the US and has payment verified with $7K spent and a high client rating, which are positives. However, it is a data entry/data mining task, not directly related to business automation, which is your expertise. It is also an hourly job, while you prefer fixed-price roles.",Hourly,$5.00,https://www.upwork.com/jobs/~021919541949111750207,,,,,,
HubSpot and Intercom Setup Expert Needed,780,5/5/2025 6:41pm,43 hrs ago,Maybe,,6,"The job is located in the US and the client has verified payment, spent a high amount ($154K), and has a high rating (4.96). However, the job is hourly and focused on HubSpot and Intercom, which doesn't directly align with your expertise in business automation tools like Make.com, n8n, or ClickUp.",Hourly,$15.00,https://www.upwork.com/jobs/~021919537950024420289,,,,,,
Lead Research &amp; Scraping – Commercial Landscape Contractor Lists,779,5/5/2025 6:35pm,43 hrs ago,No,,3,"The job is not related to business automation, which is your area of expertise. It is a lead research and scraping job, which might not align with your skills in automation tools. Although the job is located in the USA and has payment verified, the client has no ratings and low amount spent, which lowers the overall score.",Hourly,$5.00,https://www.upwork.com/jobs/~021919536273392160319,,,,,,
48 hours TURNAROUND - Lead enrichment specialist,778,5/5/2025 6:31pm,43 hrs ago,No,,3,"The job is not directly related to business automation, focusing instead on lead enrichment. Although it is a fixed-price job with verified payment and a high client rating, which aligns with your preferences, it does not match your expertise. The high spend by the client is a positive, but the required task is outside your primary skill set.",Fixed,$30.00,https://www.upwork.com/jobs/~021919535349276146492,,,,,,
Lead Generation Assistant Needed for Prospect Detail Gathering,777,5/5/2025 6:17pm,43 hrs ago,No,,3,"The job is located in Australia, which is not a preferred location. It involves lead generation and data entry rather than business automation, which doesn't align with your skills. Although payment is verified and the client has a high rating, the low hourly rate and different skill requirements make it unsuitable.",Hourly,$4.00,https://www.upwork.com/jobs/~021919531713341822806,,,,,,
Google Sheet and Asana Integration Specialist,776,5/5/2025 6:08pm,44 hrs ago,Yes,,8,"The job is located in the UK, which is a slightly lower priority than the US, but it fits your skill set in Google Sheets and involves business automation. The client has verified payment and a 5.0 rating with $5K spent, which indicates a reliable client. While it is an hourly job, the pay rate is reasonable, and overall, it matches your expertise.",Hourly,$20.00,https://www.upwork.com/jobs/~021919529719727455036,,,,,,
Zapier Integration Specialist Needed,775,5/5/2025 5:57pm,44 hrs ago,Maybe,,7,"The job is located in the US with payment verified and a high amount spent, which aligns with your preferences. The client has a high rating of 5.0, enhancing trust. Although it's an hourly job and focuses on Zapier, it involves automation which is relevant to your skills. Consider applying despite the preference for fixed-price jobs.",Hourly,$20.00,https://www.upwork.com/jobs/~021919526730739357526,,,,,,
"Automation Specialist Needed for ChatGPT, Google Business Suite, Basecamp, and Slack",774,5/5/2025 5:33pm,44 hrs ago,Yes,,9,"The job is located in the US, aligns with your skill set in business automation, involves Make.com which you are skilled at. It has verified payment and a high amount spent ($30K) with a high client rating (4.96), making it a high-priority opportunity despite being hourly.",Hourly,$20.00,https://www.upwork.com/jobs/~021919520654753156033,,,,,,
Candidate Sourcing List,773,5/5/2025 5:32pm,44 hrs ago,No,,3,"The job is related to candidate sourcing and list building, which does not align with business automation expertise. While it is located in the US and has verified payment, high rating, and significant amount spent, it is not relevant to the user's skills in automation platforms like Make.com or n8n.",Fixed,$100.00,https://www.upwork.com/jobs/~021919520523567909825,,,,,,
Active Campaign CRM,772,5/5/2025 5:26pm,44 hrs ago,Yes,,9,"The job is located in the US, which is a top priority. It also involves creating automations, aligning well with your expertise. The client has payment verified and a high amount spent ($69K) with an excellent rating (4.99). Although the job is hourly, which is less preferred, the score remains high due to other strong factors.",Hourly,$25.00,,,,,,,
Technical Co-Founder / AI Partner for developing and scaling Home services business,771,5/5/2025 5:12pm,45 hrs ago,No,,4,"The job is hourly, not fixed-price as preferred, and involves co-founding and AI, which is not directly related to business automation. Although it's based in the US, has payment verified, high client rating, and significant amount spent, the job nature and commitment don't align well with user's core skills and preferences.",Hourly,$15.00,https://www.upwork.com/jobs/~021919515415614475201,,,,,,
HubL developer for a custom-built Module,770,5/5/2025 5:01pm,45 hrs ago,No,,3,"The job is related to HubSpot development rather than business automation, which is the user's primary expertise. While the job is located in the US with payment verified and a high amount spent, it does not align with the user's skill set.",Hourly,$14.00,https://www.upwork.com/jobs/~021919512606819734308,,,,,,
Airtable Reporting Dashboard Development,769,5/5/2025 4:46pm,45 hrs ago,Yes,,9,"The job is a fixed-price position located in the US, which matches the user's top priority preferences. It involves Airtable, a skill the user possesses, and includes automation elements with Make.com. The client has verified payment, spent a significant amount ($6K), and maintains a high rating (4.88), indicating reliability.",Fixed,$1.00,https://www.upwork.com/jobs/~021919508917988278364,,,,,,
Custom AI Bot Development for Sales Scripts,768,5/5/2025 4:39pm,45 hrs ago,Maybe,,6,"The job is located in the UK, which is a secondary preference. It is hourly, whereas a fixed-price job is preferred. The client is verified with a high rating of 5.0 and $889 spent, but this is not particularly high. The job is focused on AI bot development, which may not fully align with business automation using the user's specific skills in Make.com, n8n, ClickUp, Airtable, GoHighLevel (GHL), and Google Sheets. It is worth considering but may not be the top choice.",Hourly,$10.00,https://www.upwork.com/jobs/~021919507087723206486,,,,,,
Gohighlevel CRM Expert Needed for Data Importing and Marketing Automation,767,5/5/2025 4:17pm,45 hrs ago,Yes,,9,"This job is highly suitable for you as it focuses on GoHighLevel, which is one of your core skills in business automation. The client is US-based, has a verified payment method, and a high spending history of $18K, indicating reliability. Additionally, the client's high rating of 4.97 out of 5 suggests a positive working experience. Although it's hourly, the job matches many of your top priorities.",Hourly,$15.00,https://www.upwork.com/jobs/~021919501762190265281,,,,,,
We&#39;re Hiring: Long-Term Salesforce Marketing Cloud Administrator,766,5/5/2025 4:14pm,46 hrs ago,No,,4,"The job is located in Canada, not the US or UK, which lowers its priority. It focuses on Salesforce expertise rather than business automation skills like Make.com or ClickUp. Although the client has a 5.0 rating and payment is verified, the amount spent is low ($605), and the job is hourly rather than fixed-price.",Hourly,$3.00,https://www.upwork.com/jobs/~021919501012687932991,,,,,,
HubSpot Expert Needed for Sales and Marketing Hub Implementation,765,5/5/2025 4:04pm,46 hrs ago,Maybe,,6,"The job is located in the UK, which is a slightly lower priority location for you, and it is for a HubSpot implementation, which may not directly align with your expertise in business automation tools like Make.com and ClickUp. However, the client has a high rating of 4.99, payment is verified, and they've spent $3K, which are positive factors. The job is hourly, and you prefer fixed-price jobs.",Hourly,$30.00,https://www.upwork.com/jobs/~021919498360585780028,,,,,,
Airtable Integration Specialist Needed for File Integration,764,5/5/2025 4:02pm,46 hrs ago,No,,4,"The job primarily involves Airtable, which aligns with your skills. However, it is located in Singapore, which is outside the preferred US and UK locations. The payment is verified and the client has a high rating with a decent amount spent, but it's hourly rather than fixed-price, which is not your preference.",Hourly,$20.00,https://www.upwork.com/jobs/~021919497814381941540,,,,,,
HubSpot Expert Needed for Sales and Marketing Hub Implementation,763,5/5/2025 3:58pm,46 hrs ago,Maybe,,6,"The job is located in the UK, which is a lower priority than the US but still acceptable. It is an hourly rate, but the client has payment verified, a high rating of 4.99, and a decent amount spent ($3K). The expertise required in HubSpot and marketing automation slightly aligns with business automation, but it's not a perfect match for your main skills. Overall, it could be worth considering if you're flexible with location and job type.",Hourly,$30.00,https://www.upwork.com/jobs/~021919496858811038524,,,,,,
HubSpot Setup Specialist Needed,762,5/5/2025 3:49pm,46 hrs ago,No,,3,"The job is located in New Zealand, which is outside the user's preferred locations of the US and UK. The client's payment is verified but they have a low rating (3.47) and a moderate amount spent ($2K), which is not very compelling. Additionally, the job focus on HubSpot setup, not aligning with the user's expertise in business automation tools like Make.com, n8n, ClickUp, Airtable, GHL, and Google Sheets.",Hourly,$5.00,https://www.upwork.com/jobs/~021919494643507285567,,,,,,
Google Sheets Database System Development,761,5/5/2025 3:46pm,46 hrs ago,Yes,,9,"The job is a fixed-price project located in the US, which is a top priority for you. The payment is verified with a considerable amount already spent by the client, and they have a perfect rating of 5.0. The project involves work with Google Sheets, aligning well with your skills. This combination of factors makes it a strong match for your preferences.",Fixed,$600.00,https://www.upwork.com/jobs/~021919493524637945123,,,,,,
AI Bot Build Out- Auto Response,760,5/5/2025 3:38pm,46 hrs ago,No,,4,"The job is a good fixed-price offer located in the US with verified payment and high amount spent. However, it is focused on AI and chatbot development rather than business automation, which is the user's expertise.",Fixed,$5.00,https://www.upwork.com/jobs/~021919491694256262435,,,,,,
Find PR Email Contacts,759,5/5/2025 3:08pm,47 hrs ago,No,,3,"Job is related to PR email contacts and list building, not business automation. It is US-based and payment is verified with good client rating, but it doesn't match your skills in automation tools.",Hourly,$5.00,,,,,,,
Automation Specialist (Make/Integromat Expert) to Connect Workflows Across My Business,758,5/5/2025 3:07pm,47 hrs ago,Yes,,9,"The job is located in the US, which is top priority. It is directly related to business automation, matching your expertise with Make/Integromat. The client has verified payment and has spent $7K, indicating reliability. The client also has a high rating of 4.99. The only downside is that it is an hourly job, but the rate and conditions are favorable.",Hourly,$25.00,https://www.upwork.com/jobs/~021919483922380901313,,,,,,
Automation and AI Expert Needed,757,5/5/2025 3:04pm,47 hrs ago,Yes,,9,"Job is located in the US with payment verified and $6K spent. The client has a perfect 5.0 rating. It involves automation, which aligns with your expertise. Although it's an hourly job, the high client rating and verified payment make it a strong match.",Hourly,$15.00,https://www.upwork.com/jobs/~021919483137780633151,,,,,,
Put together lead list of 400 agency owners on LinkedIn in the US,756,5/5/2025 2:52pm,47 hrs ago,No,,3,"The job is not primarily focused on business automation, but rather list building and lead generation. While it's a fixed-price job and has a verified payment with a decent amount spent, it is located in the UK, not the top-priority US. The client rating is decent but not particularly high.",Fixed,$75.00,https://www.upwork.com/jobs/~021919480099749776959,,,,,,
Senior AI Chatbot Developer for Complex Multi-Platform Project,755,5/5/2025 2:49pm,47 hrs ago,No,,4,"While the job is fixed-price and the client has a high rating with verified payment, it is not aligned with the user's skills in business automation and is focused on AI and chatbot development. The job is located in the UK, which is slightly lower priority, and does not leverage the user's expertise in Make.com, n8n, ClickUp, Airtable, GHL, or Google Sheets.",Fixed,$150.00,https://www.upwork.com/jobs/~021919479406313885247,,,,,,
Quick Zapier Setup – Spectora Webhook to GoHighLevel (Test &amp; Confirm Connection),754,5/5/2025 2:46pm,47 hrs ago,Yes,,9,"The job is relevant to business automation and specifically mentions GoHighLevel, one of your skills. It is located in the US, the client has high ratings at 4.79 and a significant amount spent at $29K, with verified payment. The only downside is it's an hourly job, but given other factors, it's highly suitable.",Hourly,$10.00,https://www.upwork.com/jobs/~021919478554144558655,,,,,,
Lead Generation for Job Seekers,753,5/5/2025 2:33pm,47 hrs ago,No,,3,"The job is located in Denmark, not the US or UK, and it is focused on lead generation, not business automation. While the client has high ratings and payment is verified, the hourly rate is low, and it is not within the preferred domain of expertise.",Hourly,$5.00,https://www.upwork.com/jobs/~021919475407378174756,,,,,,
Automations betwen Legal Funnel (GoHIgh Level) and CLIO,752,5/5/2025 2:32pm,47 hrs ago,Yes,,9,"The job is located in the United States, matches your expertise in GoHighLevel and automation, and has a verified payment method with a high amount spent ($14K) and a good client rating (4.6). Despite being an hourly job, the other factors strongly align with your preferences.",Hourly,$10.00,https://www.upwork.com/jobs/~021919474729889626940,,,,,,
Email Research for Event Coordinators,751,5/5/2025 2:27pm,47 hrs ago,No,,3,"The job is located in the US and payment is verified with a high client rating and significant amount spent, which align with preferences. However, the task involves email research rather than business automation, which is not aligned with core skills, leading to a low recommendation.",Fixed,$50.00,https://www.upwork.com/jobs/~021919473756739795772,,,,,,
Ai automation expert,750,5/5/2025 2:12pm,48 hrs ago,Yes,,9,"The job is located in the USA, which is a top priority location. It involves automation, which aligns with your expertise in tools like Make.com and n8n. The client's payment is verified with a 5.0 rating, although the spending amount is relatively low at $98. While not a fixed-price job, the hourly rate is acceptable, ranging from $5 to $50.",Hourly,$5.00,https://www.upwork.com/jobs/~021919470151475460924,,,,,,
Create Real-Time Dialpad to Slack Transcription &amp; ChatGPT Integration,749,5/5/2025 2:03pm,48 hrs ago,Yes,,9,"The job is located in the US with a fixed price, which is preferred. Payment is verified with $8K spent and the client has a high rating of 5.0. The job involves business automation tools like Make.com, aligning well with the user's skills.",Fixed,$150.00,https://www.upwork.com/jobs/~021919467823481551676,,,,,,
Api integration specialist,748,5/5/2025 1:55pm,48 hrs ago,Yes,,9,"The job is located in the US, which is the top priority. The client has payment verified with a high amount spent ($64K), which indicates credibility. The rating of 4.32 is relatively high. The job is related to API integration, which aligns with your expertise in business automation and tools like Make.com. While it's an hourly job, the alignment in other key factors makes it a strong opportunity.",Hourly,$12.00,https://www.upwork.com/jobs/~021919465992146537409,,,,,,
Automation to create invoices from Clockify - airtable - email,747,5/5/2025 1:54pm,48 hrs ago,No,,4,"The job is located in Israel, not meeting the top priority of US or preferred UK location. Although it is a business automation project and payment is verified with a high client rating, the amount spent is relatively low and the fixed price offered is only $20, which is not very competitive for the user's expertise level.",Fixed,$20.00,https://www.upwork.com/jobs/~021919465610016082881,,,,,,
GHL Form - Redo from zapier,746,5/5/2025 1:49pm,48 hrs ago,Yes,,9,"The job is a fixed price, which matches the user's preference, and located in the United States, meeting the top priority location requirement. The client has a high rating of 4.77 and has spent a substantial amount of $22K, indicating reliability. The task involves GHL, which aligns perfectly with the user's skills in automation.",Fixed,$55.00,https://www.upwork.com/jobs/~021919464163059715647,,,,,,
"Find Corporate Email Address Name, Title, Company",745,5/5/2025 1:42pm,48 hrs ago,No,,3,"The job is focused on lead generation and data entry, not business automation. Although it is a fixed-price job in the US with a verified payment and high amount spent, it does not match the user's expertise in business automation.",Fixed,$25.00,https://www.upwork.com/jobs/~021919462300795337532,,,,,,
HubSpot Expert: Setup &amp; Ongoing Optimization for D2C &amp; B2B Sales Company,744,5/5/2025 1:18pm,48 hrs ago,No,,3,"The job is primarily focused on HubSpot, which is not included in the user's skill set. The client is not US-based (located in Canada) and has 0.0 rating with low spending of $955. The payment is verified, but the user prefers fixed-price jobs, and this is an hourly job. The job does not directly relate to business automation as per the user's expertise.",Hourly,$15.00,https://www.upwork.com/jobs/~021919456638722788289,,,,,,
Build AI-Assisted Meeting Minutes Platform in Glide or Airtable for Project Management Firm,743,5/5/2025 1:16pm,49 hrs ago,Yes,,7,"The job is located in the USA, which is a top priority. It focuses on Airtable, a relevant skill, for a project management firm, aligning with the user's expertise. Although it's hourly and the client has low spending and no rating, the payment is verified.",Hourly,$10.00,https://www.upwork.com/jobs/~021919456080002567743,,,,,,
Email Forwarding + HubSpot Ticketing Setup for Multi-Domain Support (150+ Facilities),742,5/5/2025 1:07pm,49 hrs ago,Maybe,,7,"The job is located in the US and has verified payment with a high amount spent ($16K) and high client rating (4.95). However, it is an hourly job, may not strictly align with business automation, and involves email forwarding and HubSpot setup, which might not fully align with your automation skills. Consider if the overlap with your expertise is adequate.",Hourly,$8.00,https://www.upwork.com/jobs/~021919444544439440164,,,,,,
Email scrapping and marketting,741,5/5/2025 12:59pm,49 hrs ago,No,,4,"Job is located in the UK with a lower priority, focuses on email scraping and marketing rather than business automation. Payment verified, client has a high rating but has only spent $724.",Hourly,$10.00,https://www.upwork.com/jobs/~021919451806962093347,,,,,,
(ZoomInfo Data Miner | Contact List Building &amp; Enrichment Specialist),740,5/5/2025 12:53pm,49 hrs ago,No,,4,"The job is located in the US, has payment verified, and the client has high ratings with $3K spent. However, it is not directly related to business automation, which is the user's expertise. It focuses on data mining and contact list building, which may not fully utilize the user's skills in Make.com, n8n, or other automation tools.",Fixed,$60.00,https://www.upwork.com/jobs/~021919450232419580732,,,,,,
AI Voice Enablement Training Program Development,739,5/5/2025 12:52pm,49 hrs ago,Maybe,,7,"The job is located in the US with payment verified and a high client rating, which aligns well with high priority criteria. However, it is an hourly job, which is not the preferred fixed-price, and only $1K is spent, which is relatively low. The job is related to AI voice enablement, which does not specifically focus on business automation but still requires technical expertise that might align with your skills.",Hourly,$20.00,https://www.upwork.com/jobs/~021919450040901062207,,,,,,
Make.com Scenario - Salesforce/Zendesk Sync,738,5/5/2025 12:52pm,49 hrs ago,Maybe,,6,"The job is related to business automation with Make.com, which aligns with your skills. The client has payment verified and a high amount spent, with a strong rating of 4.88. However, it is based in Canada, not the US or UK. The job is hourly, while you prefer fixed-price jobs.",Hourly,$20.00,https://www.upwork.com/jobs/~021919450086808898497,,,,,,
Create free lead enhancement tool,737,5/5/2025 12:33pm,49 hrs ago,No,,4,"While the job involves automation, it is hourly and the client is located in Palau, which is not a high priority location. Although the client has a high rating and payment is verified, the amount spent is relatively low compared to higher priority factors.",Hourly,$10.00,https://www.upwork.com/jobs/~021919445227068001571,,,,,,
Help Needed: Salesforce Account Blocked – Urgent Access Recovery or Data Migration,736,5/5/2025 12:25pm,49 hrs ago,No,,3,"The job is based in the US and fixed-price, which matches some preferences. However, it's not related to business automation, not in the user's expertise area, the client has $10 spent and a 0.0 rating, indicating a potential issue with client reliability. Payment is verified, but overall, it's not a strong match.",Fixed,$200.00,https://www.upwork.com/jobs/~021919443151934081985,,,,,,
Marketing Automation Specialist,735,5/5/2025 12:19pm,49 hrs ago,Maybe,,7,"The job is based in the US, has payment verified, and a high amount spent with a 5.0 client rating, which aligns well with the user's preferences. However, it is an hourly job rather than fixed-price. Additionally, the focus is on HubSpot and marketing automation, which might not fully align with the user's skills focused on business automation tools like Make.com and n8n.",Hourly,$30.00,https://www.upwork.com/jobs/~021919441618012015907,,,,,,
Automated PDF edit tool,734,5/5/2025 12:09pm,50 hrs ago,Yes,,8,"The job is located in the USA and involves business automation, aligning with your skills. It has verified payment, although the amount spent is moderate. The client rating is fairly high. The job is hourly but within your preference range.",Hourly,$5.00,https://www.upwork.com/jobs/~021919439092419459900,,,,,,
Targeted Leads Finder - Lead Generation,733,5/5/2025 11:49am,50 hrs ago,Maybe,,6,"The job is located in the US and has payment verified with a high client rating and decent amount spent, which are all positives. However, the job focus on lead generation and list building does not align closely with your expertise in business automation. The fixed price of $60 is relatively low for your skill set.",Fixed,$60.00,https://www.upwork.com/jobs/~021919434213157047587,,,,,,
Build the Operating System Airtable,732,5/5/2025 11:39am,50 hrs ago,No,,4,"The job matches your skills in Airtable but is located in Liechtenstein, not the US or UK. It is hourly not fixed-price. The client's rating is relatively high at 4.42, but the spend is lower at $4K compared to user preferences for higher spending clients.",Hourly,$40.00,,,,,,,
Build and run sales automation and ai to get subscribers,731,5/5/2025 11:33am,50 hrs ago,Maybe,,6,"The job is in the USA, which is a top priority. Payment is verified, but the client has low spending and no ratings yet, which reduces reliability. The hourly rate is low and may not match your preference for fixed-price jobs. The business automation aspect is relevant, but the low hourly rate and client spending are concerns.",Hourly,$3.00,https://www.upwork.com/jobs/~021919430053216189244,,,,,,
AI Content Automation Workflow Development,730,5/5/2025 11:32am,50 hrs ago,Maybe,,8,"The job is in the US, has payment verified, with substantial amount spent ($189K) and a high client rating (4.99), matching priority criteria. However, it's an hourly job with a focus on AI and Python, which might not fully align with expertise in business automation tools like Make.com or Google Sheets, slightly lowering the fit score.",Hourly,$20.00,https://www.upwork.com/jobs/~021919429481746055260,,,,,,
Make automation builder,729,5/5/2025 11:25am,50 hrs ago,No,,4,"The job is located in India, which is not in the user's preferred locations (US or UK). Although the payment is verified and the client has high ratings and a significant amount spent, the location is a critical factor and lowers the recommendation score.",Fixed,$500.00,https://www.upwork.com/jobs/~021919428173347704383,,,,,,
Lead Generation Specialist focused on building contact lists using tools like ZoomInfo and LinkedIn,728,5/5/2025 11:25am,50 hrs ago,No,,4,"The job is located in the UK, which is a lower priority location. It is not directly related to business automation. Although the client has verified payment and a high rating, the job focuses on lead generation and list building, which does not match the user's core skills in business automation.",Fixed,$50.00,https://www.upwork.com/jobs/~021919428134689983425,,,,,,
Lead Generation Specialist Needed,727,5/5/2025 11:14am,51 hrs ago,No,,3,"The job is located in the US and has a payment verified with high amount spent and a high client rating, which are positives. However, it is not related to business automation and offers a very low fixed price of $5, which is not suitable for your expertise or preferences.",Fixed,$5.00,https://www.upwork.com/jobs/~021919424877981924156,,,,,,
Zapier and Typeform Integration Fix,726,5/5/2025 11:03am,51 hrs ago,No,,3,"The job is not located in the US or UK and is posted in the UAE. While it involves business automation tools including GoHighLevel, it's not a fixed-price job, and comes with a low client spending history ($450 spent) and 0.0 rating. The payment is verified, which is a positive point, but other factors make it less ideal.",Hourly,$20.00,https://www.upwork.com/jobs/~021919422102652910396,,,,,,
I have list of car dealerships. I need decision maker titles and linkedins,725,5/5/2025 10:57am,51 hrs ago,No,,2,"The job is focused on data entry and lead generation, which doesn't align with your business automation expertise. Although it is based in the US with payment verified, the client has a low rating and a low amount spent. Additionally, it is an hourly job, not fixed-price.",Hourly,$10.00,,,,,,,
Founding HubSpot RevOps Specialist,724,5/5/2025 10:54am,51 hrs ago,No,,4,"The job is located in Belgium, which is not within the prioritized regions (US or UK). Although the client has verified payments and a high amount spent ($18K), the job focuses on HubSpot and RevOps, which are not within the user's listed skills in business automation. Additionally, the job is hourly and the user prefers fixed-price jobs.",Hourly,$10.00,https://www.upwork.com/jobs/~021919418546836016420,,,,,,
